0.000415127	0.141993	0.146241	0.170038	0.174873	0.178602	0.185405	0.14988	0.149409	0.128616	0.101963	0.0731801	0.0494271	0.038214	0.012541	
0.0821468	0.315163	0.160295	0.0645783	0.044802	0.00462963	0.0299317	0.019264	0.0221176	0.01999	0.04711	0.07423	0.10135	0.14368	0.19417	
0.0197379	0.258629	0.0435451	0.0327291	0.170099	0.126383	0.07922	0.00999	0.01338	0.01442	0.01289	0.01137	0.06891	0.12645	0.1699	
0.036694	0.163308	0.0256011	0.177894	0.18307	0	0.00338	0.00677	0.01016	0.00886	0.00822	0.00846	0.05168	0.10922	0.14563	
0.0363781	0.109062	0.0834454	0.18293	0.09153	5e-05	0.00017	0.00355	0.00482	0.00507	0.00318705	0.00438514	0.03445	0.0853286	0.120154	
0.0157751	0.169813	0.059316	0.12195	0	0.00011	0.00022	0.00139242	0.000120139	0.00172	0.00377327	0.00205124	0.01722	0.0658556	0.0954249	
0.0254245	0.092648	0.07363	0.06097	5e-05	0.00261729	0.00035022	0.000320467	0.00259	0.0034	0.00694353	0.00133329	0	0.0413283	0.0717797	
0.0461131	0.0811382	0.08229	0	0.000700075	0.000330644	0.00188102	0.0017226	0.000632151	0.00402334	0.00439557	0.00527629	0.00533	0.0250729	0.0478165	
0.0440386	0.197177	0.18332	0.155043	0.12691	0.0941078	0.07051	0.0394087	0.0106272	0.00105	0.00406937	0.00484219	0.00741	0.00700775	0.0231759	
0.0534622	0.36665	0.33844	0.308906	0.28106	0.252327	0.224745	0.196472	0.167271	0.14102	0.107401	0.0833723	0.0564	0.0204123	0.00160256	
