0.000415127	0.141993	0.146241	0.170038	0.174873	0.178602	0.185405	0.14988	0.149409	0.128616	0.101963	0.0731801	0.0494271	0.038214	0.012541	
0.0821468	0.128769	0.0552955	0.135758	0.221669	0.269776	0.301891	0.293237	0.294465	0.29222	0.24156	0.1909	0.14024	0.14306	0.19417	
0.0197379	0.0406018	0.122305	0.104964	0.180076	0.224891	0.20562	0.16677	0.12792	0.08907	0.05022	0.01137	0.06767	0.12398	0.1699	
0.036694	0.0411633	0.224593	0.22305	0.14272	0	0.00164	0.00329	0.00494	0.00659	0.00836	0.01038	0.0486	0.10491	0.14563	
0.0363781	0.000144794	0.274901	0.21408	0.07136	5e-05	0.00017	0.00181	0.00346	0.00536	0.00110942	0.00823967	0.02952	0.0818637	0.120154	
0.0157751	0.120145	0.200943	0.14272	0	0.00011	0.00022	0.00139242	0.00120139	0.00438	0.000231427	0.00782472	0.01045	0.0632559	0.0954249	
0.0254245	0.092648	0.11727	0.07136	5e-05	0.00261729	0.00035022	0.000320467	0.00259	0.0034	0.00375435	0.00498231	0.00946	0.0395836	0.0717797	
0.0461131	0.0811382	0.08229	0	0.000700075	0.000330644	0.00188102	0.0017226	0.000632151	0.00402334	0.00439557	0.00527629	0.00848	0.024209	0.0478165	
0.0440386	0.197177	0.18332	0.155043	0.12691	0.0941078	0.07051	0.0394087	0.0106272	0.00105	0.00406937	0.00484219	0.00741	0.00700775	0.0231759	
0.0534622	0.36665	0.33844	0.308906	0.28106	0.252327	0.224745	0.196472	0.167271	0.14102	0.107401	0.0833723	0.0564	0.0204123	0.00160256	
