1	384	7236.000
1	768	13876.048
1	1152	20516.095
1	1536	27156.143
1	1920	33796.190
1	2304	40436.238
1	2688	47076.286
1	3072	53716.333
1	3456	57382.905
1	3840	61049.476
1	4224	64716.048
1	4608	68382.619
1	4992	72049.190
1	5376	75715.762
1	5760	79382.333
2	384	12937.778
2	768	33743.433
2	1152	43178.067
2	1536	52612.700
2	1920	62047.333
2	2304	65088.857
2	2688	68130.381
2	3072	62973.067
2	3456	80098.667
2	3840	100000.000
2	4224	96885.190
2	4608	93770.381
2	4992	90655.571
2	5376	89691.167
2	5760	83498.733
3	384	18639.556
3	768	47319.533
3	1152	60250.867
3	1536	69685.500
3	1920	67886.205
3	2304	82544.429
3	2688	80164.143
3	3072	72229.800
3	3456	86579.667
3	3840	99952.711
3	4224	99264.556
3	4608	98814.000
3	4992	100000.000
3	5376	91039.429
3	5760	87615.133
4	384	24341.333
4	768	57398.933
4	1152	77323.667
4	1536	75748.400
4	1920	73725.077
4	2304	100000.000
4	2688	86776.095
4	3072	81486.533
4	3456	93060.667
4	3840	99905.422
4	4224	98979.667
4	4608	98980.267
4	4992	100000.000
4	5376	92387.690
4	5760	91731.533
5	384	30043.111
5	768	67478.333
5	1152	81432.500
5	1536	81811.300
5	1920	79563.949
5	2304	100000.000
5	2688	93388.048
5	3072	90743.267
5	3456	99541.667
5	3840	99858.133
5	4224	99041.867
5	4608	99146.533
5	4992	100000.000
5	5376	93735.952
5	5760	95847.933
6	384	35744.889
6	768	77498.167
6	1152	85541.333
6	1536	87874.200
6	1920	85402.821
6	2304	100000.000
6	2688	100000.000
6	3072	100000.000
6	3456	99633.333
6	3840	99810.844
6	4224	99104.067
6	4608	99312.800
6	4992	100000.000
6	5376	95084.214
6	5760	99964.333
7	384	41446.667
7	768	87518.000
7	1152	89650.167
7	1536	93937.100
7	1920	91241.692
7	2304	100000.000
7	2688	100000.000
7	3072	100000.000
7	3456	99725.000
7	3840	99763.556
7	4224	99166.267
7	4608	99479.067
7	4992	100000.000
7	5376	96432.476
7	5760	99973.250
8	384	47148.444
8	768	81836.750
8	1152	93759.000
8	1536	100000.000
8	1920	97080.564
8	2304	100000.000
8	2688	100000.000
8	3072	100000.000
8	3456	99816.667
8	3840	99716.267
8	4224	99228.467
8	4608	99645.333
8	4992	99591.444
8	5376	97780.738
8	5760	99982.167
9	384	52850.222
9	768	76155.500
9	1152	88077.750
9	1536	100000.000
9	1920	100000.000
9	2304	100000.000
9	2688	100000.000
9	3072	100000.000
9	3456	99908.333
9	3840	99668.978
9	4224	99290.667
9	4608	99236.778
9	4992	99182.889
9	5376	99129.000
9	5760	99991.083
10	384	58552.000
10	768	63733.000
10	1152	68914.000
10	1536	74095.000
10	1920	79276.000
10	2304	84457.000
10	2688	89638.000
10	3072	94819.000
10	3456	100000.000
10	3840	100000.000
10	4224	100000.000
10	4608	100000.000
10	4992	100000.000
10	5376	100000.000
10	5760	100000.000
