0.000415127	0.141993	0.146241	0.170038	0.174873	0.178602	0.185405	0.14988	0.149409	0.128616	0.101963	0.0731801	0.0494271	0.038214	0.012541	
0.0821468	0.126168	0.2291	0.324228	0.357987	0.371056	0.38351	0.368965	0.364243	0.3572	0.30654	0.25588	0.20522	0.18035	0.19417	
0.0197379	0.246668	0.349203	0.369107	0.423349	0.430916	0.39464	0.34398	0.29332	0.24265	0.19199	0.14133	0.14226	0.15608	0.1699	
0.036694	0.317078	0.41652	0.434064	0.38932	0.33075	0.28009	0.22943	0.17877	0.12811	0.09034	0.10416	0.11799	0.13181	0.14563	
0.0363781	0.357577	0.448161	0.4203	0.33011	0.23992	0.16554	0.11488	0.06422	0.05225	0.0580729	0.0788124	0.09371	0.103658	0.120154	
0.0157751	0.329002	0.406505	0.3611	0.27091	0.18072	0.09053	0.00139242	0.0130151	0.02798	0.0358511	0.0550532	0.06944	0.0798278	0.0954249	
0.0254245	0.377957	0.39208	0.30189	0.2117	0.119052	0.0772284	0.0482203	0.0214	0.00371	0.00845739	0.0289515	0.04517	0.0509897	0.0717797	
0.0461131	0.365446	0.33288	0.24269	0.1834	0.153639	0.126609	0.0975173	0.0674997	0.0416746	0.0130165	0.00588702	0.0209	0.0303567	0.0478165	
0.0440386	0.329279	0.28917	0.260902	0.23276	0.200498	0.17636	0.145579	0.116849	0.09174	0.0567294	0.0348958	0.00713	0.00793009	0.0231759	
0.0534622	0.36665	0.33844	0.308906	0.28106	0.252327	0.224745	0.196472	0.167271	0.14102	0.107401	0.0833723	0.0564	0.0204123	0.00160256	
