0.000415127	0.0167461	0.0302415	0.029197	0.0405746	0.0477532	0.0477369	0.100278	0.0423702	0.0193988	0.00938504	0.00607994	0.000726663	0.0145934	0.012541	
0.0821468	0.315163	0.160295	0.0645783	0.044802	0.0527263	0.13078	0.251831	0.142143	0.01999	0.04711	0.07423	0.10135	0.14368	0.17476	
0.0197379	0.258629	0.0435451	0.0327291	0.181735	0.146973	0.19175	0.26859	0.13561	0.01651	0.0145	0.01137	0.06891	0.12645	0.13107	
0.036694	0.163308	0.0256011	0.177894	0.20341	0	0.12783	0.17917	0.07022	0.01303	0.01214	0.00913	0.05168	0.10922	0.08738	
0.0363781	0.109062	0.0914269	0.18293	0.12204	0	0.06391	0.08975	0.00482	0.00955	0.00131113	0.00572672	0.03445	0.0853286	0.0423779	
0.0157751	0.169813	0.0746425	0.12195	0.04068	0	0	0.00139242	0.00142164	0.00607	0.00126782	0.00405244	0.01722	0.0658556	0.00183336	
0.0254245	0.092648	0.09488	0.06097	0	0.00278777	0.000380238	0.00116169	0.00034	0.00259	0.00410758	5.01238e-05	0	0.0413283	0.00111123	
0.0461131	0.0709643	0.04529	0	0.000100011	0.00179349	0.000340185	0.00126191	0.00311059	0.00047039	0.00144183	0.00101121	0.00323	0.0250729	0.00076058	
0.0440386	0.177671	0.11003	8.00066e-05	5e-05	0.00499536	0.00015	0.00280846	0.00325139	0.0003	0.00690987	0.00296134	0.00647	0.00700775	0.00111124	
0.0534622	0.36665	0.33844	0.308906	0.28106	0.252327	0.224745	0.196472	0.167271	0.14102	0.107401	0.0833723	0.0564	0.0204123	0.00160256	
