1	384	7226.7
1	768	14331.7
1	1152	20336.3
1	1536	27023.3
1	1920	33321.3
1	2304	39641.3
1	2688	46190.7
1	3072	50220.3
1	3456	56148.0
1	3840	60622.3
1	4224	64464.3
1	4608	67928.3
1	4992	71560.0
1	5376	75993.0
1	5760	77186.7
2	384	14328.0
2	768	25371.0
2	1152	37381.0
2	1536	50140.7
2	1920	60667.0
2	2304	69984.0
2	2688	79614.7
2	3072	85807.7
2	3456	93138.3
2	3840	100000.0
2	4224	100000.0
2	4608	100000.0
2	4992	100000.0
2	5376	100000.0
2	5760	100000.0
3	384	19455.0
3	768	37289.0
3	1152	57021.3
3	1536	71862.7
3	1920	87407.7
3	2304	97473.7
3	2688	100000.0
3	3072	100000.0
3	3456	100000.0
3	3840	100000.0
3	4224	100000.0
3	4608	100000.0
3	4992	100000.0
3	5376	100000.0
3	5760	100000.0
4	384	25944.3
4	768	49801.7
4	1152	73746.7
4	1536	91970.3
4	1920	100000.0
4	2304	100000.0
4	2688	100000.0
4	3072	100000.0
4	3456	100000.0
4	3840	100000.0
4	4224	100000.0
4	4608	100000.0
4	4992	100000.0
4	5376	100000.0
4	5760	100000.0
5	384	32079.7
5	768	62157.3
5	1152	88704.7
5	1536	100000.0
5	1920	100000.0
5	2304	100000.0
5	2688	100000.0
5	3072	100000.0
5	3456	100000.0
5	3840	100000.0
5	4224	99151.3
5	4608	99882.7
5	4992	100000.0
5	5376	99568.0
5	5760	99863.3
6	384	36259.7
6	768	68334.0
6	1152	92454.0
6	1536	100000.0
6	1920	100000.0
6	2304	100000.0
6	2688	100000.0
6	3072	99826.3
6	3456	99884.3
6	3840	100000.0
6	4224	99383.3
6	4608	99939.7
6	4992	100000.0
6	5376	99627.0
6	5760	99816.7
7	384	41692.0
7	768	83229.0
7	1152	100000.0
7	1536	100000.0
7	1920	100000.0
7	2304	99721.3
7	2688	99937.3
7	3072	99854.3
7	3456	100000.0
7	3840	100000.0
7	4224	99085.0
7	4608	99753.0
7	4992	100000.0
7	5376	99157.3
7	5760	99889.0
8	384	51026.7
8	768	90919.0
8	1152	100000.0
8	1536	100000.0
8	1920	99989.3
8	2304	99805.3
8	2688	99945.7
8	3072	99849.0
8	3456	99659.7
8	3840	99917.0
8	4224	99873.3
8	4608	99880.7
8	4992	100000.0
8	5376	99549.7
8	5760	99923.7
9	384	57109.0
9	768	94843.7
9	1152	100000.0
9	1536	99991.7
9	1920	100000.0
9	2304	99492.3
9	2688	100000.0
9	3072	99698.7
9	3456	99649.7
9	3840	100000.0
9	4224	99278.3
9	4608	99954.7
9	4992	100000.0
9	5376	99746.7
9	5760	99888.3
10	384	63933.0
10	768	100000.0
10	1152	100000.0
10	1536	99807.0
10	1920	99864.7
10	2304	99799.0
10	2688	99886.7
10	3072	99881.7
10	3456	99766.0
10	3840	100000.0
10	4224	99394.0
10	4608	99865.3
10	4992	100000.0
10	5376	99205.0
10	5760	99840.0
